age,job,marital,education,balance,housing,loan,day,month,campaign,pdays,previous,poutcome,result
41,blue-collar,married,secondary,271,yes,no,17,11,2,172,2,failure,no
57,blue-collar,married,secondary,1158,no,no,17,11,2,109,21,other,no
47,admini_management,married,secondary,0,yes,yes,17,11,2,-1,0,unknown,no
48,admini_management,single,tertiary,-478,yes,no,17,11,5,167,6,failure,no
54,admini_management,married,tertiary,3795,yes,yes,17,11,2,119,1,failure,no
50,admini_management,married,tertiary,463,no,yes,17,11,3,-1,0,unknown,no
55,self-employed,married,secondary,653,yes,no,17,11,2,186,1,failure,no
40,admini_management,married,tertiary,486,yes,yes,17,11,2,-1,0,unknown,no
50,blue-collar,married,secondary,2242,no,no,17,11,2,-1,0,unknown,no
38,blue-collar,single,secondary,1255,yes,no,17,11,2,171,2,failure,no
50,blue-collar,single,secondary,-403,no,yes,17,11,2,119,2,failure,no
43,admini_management,married,tertiary,0,yes,no,17,11,2,-1,0,unknown,no
49,blue-collar,single,secondary,23,no,no,17,11,2,-1,0,unknown,no
42,no_active_income,married,primary,2636,no,no,17,11,2,151,1,failure,no
40,housemaid,married,secondary,1029,yes,yes,17,11,2,117,3,failure,no
50,admini_management,married,secondary,1241,yes,yes,17,11,2,-1,0,unknown,no
48,admini_management,married,secondary,-1157,no,yes,17,11,2,-1,0,unknown,no
34,no_active_income,single,secondary,0,no,no,17,11,2,-1,0,unknown,no
38,admini_management,married,secondary,0,no,no,17,11,2,158,8,other,no
31,self-employed,single,tertiary,917,no,yes,17,11,3,-1,0,unknown,no
43,admini_management,married,tertiary,1781,no,no,17,11,2,-1,0,unknown,no
51,admini_management,single,tertiary,2139,no,no,17,11,2,-1,0,unknown,no
34,admini_management,married,tertiary,815,no,no,17,11,2,-1,0,unknown,no
45,self-employed,married,secondary,2278,no,no,17,11,2,-1,0,unknown,no
57,admini_management,married,secondary,1502,no,no,17,11,2,109,11,failure,no
36,admini_management,married,tertiary,7,yes,no,17,11,2,-1,0,unknown,no
51,blue-collar,married,secondary,856,no,no,17,11,2,-1,0,unknown,no
49,blue-collar,married,secondary,652,no,no,17,11,2,-1,0,unknown,no
46,admini_management,married,tertiary,1375,yes,no,17,11,3,-1,0,unknown,no
48,admini_management,married,secondary,2707,no,no,17,11,2,-1,0,unknown,no
44,admini_management,single,secondary,3684,yes,no,17,11,3,-1,0,unknown,no
30,blue-collar,single,secondary,426,yes,no,17,11,4,111,6,failure,no
35,admini_management,married,secondary,216,yes,yes,17,11,3,-1,0,unknown,no
50,admini_management,single,tertiary,299,no,no,17,11,3,-1,0,unknown,no
40,blue-collar,single,primary,-78,no,yes,17,11,2,-1,0,unknown,no
56,admini_management,single,secondary,237,yes,no,17,11,3,131,4,failure,no
37,admini_management,married,tertiary,1988,no,no,17,11,2,-1,0,unknown,no
31,blue-collar,married,secondary,1354,yes,yes,17,11,2,-1,0,unknown,no
39,blue-collar,married,secondary,8,no,yes,17,11,2,96,2,failure,no
50,admini_management,single,tertiary,66,yes,no,17,11,2,-1,0,unknown,no
45,self-employed,married,tertiary,1503,no,no,17,11,3,-1,0,unknown,no
40,admini_management,married,secondary,1565,yes,yes,17,11,2,-1,0,unknown,no
43,admini_management,married,tertiary,68,yes,no,17,11,2,-1,0,unknown,no
52,blue-collar,single,secondary,0,no,no,17,11,3,-1,0,unknown,no
41,admini_management,married,secondary,3018,yes,no,17,11,2,-1,0,unknown,no
43,services,single,secondary,1043,yes,no,17,11,4,119,3,failure,no
34,self-employed,single,tertiary,876,yes,no,17,11,2,-1,0,unknown,no
35,admini_management,single,secondary,0,yes,yes,17,11,2,-1,0,unknown,no
42,services,married,secondary,1027,yes,no,17,11,2,168,2,failure,no
44,admini_management,married,tertiary,724,yes,no,17,11,2,172,1,failure,no
38,no_active_income,single,tertiary,324,yes,no,17,11,3,-1,0,unknown,no
56,admini_management,single,secondary,3337,yes,no,17,11,3,-1,0,unknown,no
51,blue-collar,married,secondary,614,no,no,17,11,2,-1,0,unknown,no
41,admini_management,married,secondary,0,yes,no,17,11,2,-1,0,unknown,no
44,blue-collar,married,secondary,0,yes,no,17,11,3,-1,0,unknown,no
36,blue-collar,married,secondary,0,yes,no,17,11,2,131,1,failure,no
43,admini_management,married,tertiary,430,no,no,17,11,2,-1,0,unknown,no
40,no_active_income,married,secondary,219,yes,no,17,11,2,196,1,failure,no
53,admini_management,single,tertiary,627,yes,no,17,11,3,-1,0,unknown,no
54,admini_management,married,secondary,2935,yes,yes,17,11,2,-1,0,unknown,no
58,admini_management,married,tertiary,1101,no,no,17,11,3,-1,0,unknown,no
41,admini_management,single,secondary,1286,yes,no,17,11,4,-1,0,unknown,no
53,blue-collar,single,secondary,453,no,no,17,11,2,-1,0,unknown,no
48,blue-collar,married,tertiary,1036,yes,yes,17,11,2,-1,0,unknown,no
40,no_active_income,married,secondary,1077,yes,yes,17,11,2,-1,0,unknown,no
35,blue-collar,single,tertiary,825,yes,no,17,11,2,-1,0,unknown,no
43,admini_management,married,tertiary,2767,yes,no,17,11,1,186,7,failure,no
40,blue-collar,married,secondary,1269,yes,no,17,11,1,172,1,failure,no
56,services,married,secondary,1150,no,yes,17,11,1,117,3,failure,no
37,blue-collar,married,secondary,5115,yes,no,17,11,2,171,4,failure,yes
38,services,married,secondary,18,yes,yes,17,11,2,-1,0,unknown,no
56,admini_management,single,tertiary,1092,yes,yes,17,11,3,186,4,failure,no
37,admini_management,married,secondary,121,no,yes,17,11,2,151,2,failure,no
58,blue-collar,single,secondary,644,no,yes,17,11,4,109,4,failure,no
38,services,married,primary,0,yes,no,17,11,2,-1,0,unknown,no
55,housemaid,single,secondary,1606,no,no,17,11,1,-1,0,unknown,no
43,admini_management,single,secondary,469,yes,no,17,11,4,-1,0,unknown,no
38,admini_management,married,tertiary,1680,yes,no,17,11,2,-1,0,unknown,no
51,services,single,secondary,12,yes,no,17,11,1,-1,0,unknown,no
45,self-employed,married,secondary,781,no,yes,17,11,2,126,2,failure,yes
40,admini_management,single,secondary,10378,yes,no,17,11,3,-1,0,unknown,no
34,blue-collar,married,secondary,0,yes,no,17,11,1,-1,0,unknown,no
54,no_active_income,married,secondary,1826,yes,no,17,11,4,-1,0,unknown,no
36,admini_management,married,tertiary,6153,no,no,17,11,3,-1,0,unknown,no
50,blue-collar,married,secondary,0,yes,no,17,11,4,168,2,failure,no
46,self-employed,married,tertiary,0,yes,yes,17,11,1,-1,0,unknown,no
42,blue-collar,married,secondary,525,no,no,17,11,3,-1,0,unknown,no
41,admini_management,married,primary,611,no,yes,17,11,1,-1,0,unknown,no
46,admini_management,married,secondary,4958,yes,no,17,11,3,150,5,other,no
56,self-employed,single,primary,97,no,yes,17,11,1,-1,0,unknown,no
43,blue-collar,married,primary,197,yes,no,17,11,2,-1,0,unknown,no
44,blue-collar,single,secondary,106,yes,no,17,11,1,175,1,failure,no
40,blue-collar,single,secondary,406,no,no,17,11,2,-1,0,unknown,no
35,services,single,secondary,204,yes,no,17,11,1,186,9,other,no
58,services,married,secondary,2479,yes,no,17,11,1,-1,0,unknown,no
49,blue-collar,single,secondary,-188,yes,yes,17,11,1,-1,0,unknown,yes
48,blue-collar,married,secondary,42,yes,yes,17,11,1,-1,0,unknown,no
35,admini_management,married,tertiary,1485,yes,no,17,11,1,-1,0,unknown,no
48,blue-collar,single,secondary,0,no,yes,17,11,1,-1,0,unknown,no
40,blue-collar,married,secondary,755,no,no,17,11,1,117,1,failure,no
42,admini_management,married,tertiary,981,yes,no,17,11,1,-1,0,unknown,no
55,self-employed,married,tertiary,0,no,no,17,11,3,-1,0,unknown,no
35,self-employed,single,secondary,690,yes,no,17,11,1,-1,0,unknown,no
44,housemaid,single,secondary,653,no,no,17,11,1,-1,0,unknown,no
40,admini_management,married,tertiary,1777,yes,no,18,11,4,-1,0,unknown,no
50,blue-collar,married,secondary,0,yes,yes,18,11,2,-1,0,unknown,no
35,self-employed,married,secondary,3329,no,no,18,11,1,-1,0,unknown,no
43,blue-collar,married,tertiary,1201,yes,yes,18,11,1,97,3,failure,no
31,blue-collar,single,tertiary,761,no,no,18,11,2,-1,0,unknown,yes
40,self-employed,married,tertiary,3059,yes,yes,18,11,1,182,1,failure,no
53,blue-collar,married,secondary,530,no,no,18,11,1,-1,0,unknown,no
56,admini_management,married,secondary,0,no,no,18,11,1,-1,0,unknown,no
34,blue-collar,married,primary,7673,yes,no,18,11,1,-1,0,unknown,no
32,services,single,secondary,148,yes,no,18,11,1,-1,0,unknown,no
33,blue-collar,single,secondary,751,yes,no,18,11,1,-1,0,unknown,no
54,blue-collar,single,secondary,2868,no,no,18,11,1,-1,0,unknown,no
46,blue-collar,married,tertiary,-388,no,no,18,11,2,-1,0,unknown,no
44,self-employed,single,tertiary,1240,yes,no,18,11,1,-1,0,unknown,no
57,self-employed,married,tertiary,894,yes,no,18,11,1,-1,0,unknown,no
59,self-employed,married,secondary,201,no,no,18,11,2,-1,0,unknown,no
45,blue-collar,married,secondary,2269,yes,no,18,11,1,-1,0,unknown,no
36,housemaid,married,primary,4324,yes,no,18,11,4,127,4,failure,no
44,admini_management,married,tertiary,756,yes,no,18,11,1,130,2,failure,no
49,blue-collar,married,secondary,2039,yes,no,18,11,2,-1,0,unknown,no
37,blue-collar,married,secondary,723,yes,no,18,11,1,110,2,failure,no
36,self-employed,single,secondary,15,no,no,18,11,2,-1,0,unknown,no
37,blue-collar,married,secondary,195,yes,no,18,11,1,194,2,failure,no
42,blue-collar,married,secondary,879,yes,no,18,11,1,-1,0,unknown,no
41,blue-collar,married,secondary,3275,yes,no,18,11,1,168,1,other,no
42,self-employed,married,tertiary,2249,yes,no,18,11,1,125,5,failure,no
34,blue-collar,married,tertiary,7717,yes,no,18,11,1,-1,0,unknown,no
59,blue-collar,married,primary,162,no,no,18,11,1,-1,0,unknown,no
55,services,married,tertiary,606,no,yes,18,11,2,-1,0,unknown,no
53,blue-collar,married,secondary,137,no,yes,18,11,1,176,1,failure,no
34,services,married,secondary,135,yes,no,18,11,1,-1,0,unknown,no
37,self-employed,single,secondary,133,yes,no,18,11,1,-1,0,unknown,no
54,blue-collar,single,tertiary,2133,no,no,18,11,1,-1,0,unknown,no
34,blue-collar,married,secondary,2305,yes,no,18,11,1,-1,0,unknown,no
31,admini_management,single,secondary,19,yes,no,18,11,1,-1,0,unknown,yes
57,admini_management,married,tertiary,2101,no,no,18,11,5,-1,0,unknown,no
35,admini_management,married,tertiary,1613,yes,no,18,11,1,-1,0,unknown,no
51,housemaid,single,secondary,-76,yes,no,18,11,1,-1,0,unknown,no
48,admini_management,married,tertiary,1741,yes,yes,18,11,1,-1,0,unknown,no
34,admini_management,married,tertiary,417,yes,no,18,11,1,-1,0,unknown,no
44,admini_management,married,tertiary,0,yes,yes,18,11,1,-1,0,unknown,no
41,admini_management,married,secondary,4320,yes,no,18,11,1,166,2,failure,no
35,admini_management,married,tertiary,618,yes,no,18,11,1,-1,0,unknown,no
34,admini_management,married,tertiary,65,yes,no,18,11,1,-1,0,unknown,no
35,blue-collar,married,secondary,4508,yes,no,18,11,1,-1,0,unknown,yes
56,self-employed,single,secondary,0,no,no,18,11,1,-1,0,unknown,no
39,blue-collar,married,secondary,263,yes,no,18,11,1,-1,0,unknown,no
33,admini_management,single,tertiary,280,no,yes,18,11,1,-1,0,unknown,no
41,blue-collar,married,primary,1461,yes,no,18,11,1,165,2,success,no
33,blue-collar,married,secondary,256,yes,no,18,11,1,-1,0,unknown,no
30,services,married,secondary,33,no,no,18,11,1,-1,0,unknown,no
38,blue-collar,single,tertiary,1674,no,no,18,11,1,-1,0,unknown,no
44,self-employed,single,tertiary,316,yes,no,18,11,1,-1,0,unknown,no
34,admini_management,married,tertiary,0,yes,no,18,11,1,-1,0,unknown,no
36,admini_management,single,tertiary,13,no,yes,18,11,1,-1,0,unknown,no
48,admini_management,married,secondary,4415,yes,no,18,11,1,102,6,failure,no
33,blue-collar,married,secondary,24,yes,no,18,11,1,-1,0,unknown,no
31,admini_management,married,tertiary,2,yes,no,18,11,1,-1,0,unknown,no
44,blue-collar,married,secondary,2126,no,yes,18,11,1,-1,0,unknown,no
47,no_active_income,single,secondary,4819,no,no,18,11,1,-1,0,unknown,no
41,blue-collar,married,secondary,112,yes,no,18,11,1,-1,0,unknown,no
58,admini_management,married,tertiary,9339,yes,no,18,11,3,172,3,other,no
56,blue-collar,married,secondary,589,yes,no,18,11,1,26,3,success,no
32,admini_management,single,tertiary,170,no,no,18,11,1,-1,0,unknown,no
34,blue-collar,married,secondary,559,yes,no,18,11,1,193,1,other,no
40,admini_management,single,secondary,0,yes,no,18,11,1,-1,0,unknown,no
54,admini_management,married,secondary,2203,yes,no,18,11,1,-1,0,unknown,no
48,self-employed,married,secondary,104,yes,yes,18,11,1,-1,0,unknown,no
33,admini_management,married,tertiary,1636,yes,yes,18,11,1,-1,0,unknown,no
35,blue-collar,single,tertiary,172,yes,yes,18,11,1,-1,0,unknown,no
51,admini_management,single,secondary,390,no,no,18,11,1,-1,0,unknown,no
41,blue-collar,married,secondary,476,yes,yes,18,11,1,-1,0,unknown,no
41,self-employed,married,secondary,2105,yes,no,18,11,1,-1,0,unknown,no
47,blue-collar,married,secondary,93,no,yes,18,11,1,-1,0,unknown,no
48,self-employed,married,tertiary,16,yes,yes,18,11,1,-1,0,unknown,no
45,blue-collar,married,secondary,3944,yes,no,18,11,1,-1,0,unknown,no
55,admini_management,married,tertiary,4982,yes,no,18,11,1,-1,0,unknown,no
35,blue-collar,married,secondary,14,yes,no,18,11,1,-1,0,unknown,no
32,admini_management,married,tertiary,2831,yes,no,18,11,2,-1,0,unknown,no
50,admini_management,married,secondary,2717,yes,no,18,11,1,-1,0,unknown,no
59,admini_management,married,tertiary,63,no,no,18,11,1,-1,0,unknown,no
48,blue-collar,married,secondary,6376,yes,no,18,11,4,-1,0,unknown,no
33,self-employed,married,tertiary,196,yes,no,18,11,1,-1,0,unknown,no
38,self-employed,single,secondary,36,no,no,18,11,2,-1,0,unknown,no
54,blue-collar,married,secondary,13,yes,no,18,11,2,-1,0,unknown,no
39,admini_management,single,tertiary,283,yes,no,18,11,1,179,3,other,no
36,blue-collar,married,secondary,154,yes,no,18,11,1,96,2,other,no
49,admini_management,married,tertiary,470,no,no,18,11,1,-1,0,unknown,no
41,admini_management,married,tertiary,1199,yes,no,18,11,1,-1,0,unknown,no
51,self-employed,married,tertiary,4,yes,no,18,11,1,-1,0,unknown,no
37,self-employed,single,tertiary,66,no,no,18,11,2,-1,0,unknown,yes
38,self-employed,single,tertiary,0,yes,no,18,11,1,-1,0,unknown,no
39,self-employed,married,primary,2165,yes,no,18,11,1,-1,0,unknown,no
33,self-employed,married,tertiary,0,yes,yes,18,11,1,-1,0,unknown,no
47,admini_management,single,tertiary,428,yes,no,18,11,1,167,1,other,no
42,self-employed,married,tertiary,257,no,yes,18,11,2,-1,0,unknown,no
53,blue-collar,single,secondary,4856,yes,no,18,11,1,-1,0,unknown,no
42,admini_management,single,secondary,-247,yes,yes,18,11,2,28,2,success,no
44,blue-collar,married,secondary,0,yes,no,18,11,1,-1,0,unknown,no
35,blue-collar,married,tertiary,6,yes,no,18,11,1,-1,0,unknown,no
55,blue-collar,married,secondary,1164,no,no,18,11,1,-1,0,unknown,no
37,blue-collar,married,secondary,0,yes,no,18,11,1,179,6,failure,no
35,admini_management,single,secondary,5260,yes,no,18,11,1,182,2,failure,no
38,blue-collar,married,tertiary,2453,yes,yes,18,11,1,-1,0,unknown,no
47,admini_management,single,secondary,0,yes,no,18,11,2,-1,0,unknown,no
35,self-employed,married,secondary,0,yes,no,18,11,1,-1,0,unknown,no
48,admini_management,married,tertiary,2266,no,no,18,11,1,-1,0,unknown,yes
33,blue-collar,single,secondary,1769,yes,no,18,11,1,182,1,failure,no
46,admini_management,married,tertiary,4301,yes,yes,18,11,1,183,2,failure,no
59,no_active_income,married,secondary,306,no,yes,18,11,1,-1,0,unknown,no
33,admini_management,married,tertiary,0,yes,no,18,11,1,-1,0,unknown,no
46,admini_management,single,secondary,7378,no,no,18,11,1,-1,0,unknown,no
52,admini_management,single,tertiary,-723,yes,yes,18,11,1,-1,0,unknown,no
45,blue-collar,single,primary,2702,no,no,18,11,1,-1,0,unknown,no
56,admini_management,married,tertiary,1388,no,no,18,11,1,-1,0,unknown,no
46,blue-collar,married,secondary,68,yes,yes,18,11,2,155,3,failure,no
36,admini_management,single,secondary,454,yes,no,18,11,1,131,1,failure,no
50,services,single,secondary,330,yes,yes,18,11,1,-1,0,unknown,no
57,admini_management,married,secondary,1509,yes,no,18,11,1,-1,0,unknown,no
31,blue-collar,married,secondary,225,yes,no,18,11,1,-1,0,unknown,no
32,blue-collar,single,secondary,53,yes,no,18,11,1,195,1,failure,no
38,admini_management,single,tertiary,1515,yes,no,18,11,1,110,5,failure,no
38,admini_management,married,tertiary,1802,no,no,18,11,1,-1,0,unknown,no
37,housemaid,single,tertiary,561,no,no,18,11,1,165,2,failure,no
59,self-employed,married,secondary,2429,no,yes,18,11,2,182,7,failure,no
34,admini_management,married,tertiary,786,yes,yes,18,11,1,-1,0,unknown,no
40,services,single,secondary,1155,no,yes,18,11,1,138,1,failure,no
41,blue-collar,married,secondary,1226,no,no,18,11,1,-1,0,unknown,no
59,blue-collar,married,primary,14,yes,yes,18,11,2,182,1,failure,no
36,admini_management,single,tertiary,0,no,yes,18,11,1,96,4,failure,no
35,blue-collar,married,secondary,153,yes,no,18,11,2,-1,0,unknown,no
59,self-employed,married,primary,222,no,no,18,11,1,-1,0,unknown,no
56,admini_management,married,tertiary,664,no,yes,18,11,1,-1,0,unknown,no
51,blue-collar,married,primary,1194,yes,no,18,11,1,186,3,failure,no
48,admini_management,married,tertiary,363,no,no,18,11,1,-1,0,unknown,no
45,blue-collar,single,secondary,91,no,yes,18,11,1,127,2,failure,no
42,admini_management,married,tertiary,2819,yes,no,18,11,2,-1,0,unknown,no
30,admini_management,single,tertiary,414,no,no,18,11,5,-1,0,unknown,no
32,self-employed,married,tertiary,0,yes,yes,18,11,1,-1,0,unknown,no
44,self-employed,married,secondary,1442,no,no,18,11,2,-1,0,unknown,no
38,admini_management,single,tertiary,427,yes,no,18,11,1,182,1,failure,no
37,blue-collar,married,primary,0,no,no,18,11,2,-1,0,unknown,no
39,blue-collar,single,secondary,4646,yes,no,18,11,1,-1,0,unknown,yes
37,admini_management,married,secondary,4056,no,no,18,11,1,-1,0,unknown,no
49,admini_management,married,tertiary,-24,no,no,18,11,3,-1,0,unknown,no
51,admini_management,married,primary,108,no,no,18,11,2,-1,0,unknown,no
57,no_active_income,married,secondary,1681,no,no,18,11,1,-1,0,unknown,no
31,blue-collar,single,secondary,1062,no,no,18,11,1,-1,0,unknown,no
37,services,single,secondary,2152,yes,no,18,11,1,-1,0,unknown,no
46,no_active_income,single,secondary,836,no,no,18,11,1,-1,0,unknown,no
35,no_active_income,single,secondary,3854,yes,no,18,11,2,-1,0,unknown,no
35,admini_management,married,secondary,4463,no,no,18,11,1,-1,0,unknown,no
34,blue-collar,single,secondary,2729,yes,no,18,11,1,-1,0,unknown,yes
42,blue-collar,married,secondary,1958,yes,no,18,11,1,172,3,failure,no
30,blue-collar,single,tertiary,3,yes,no,18,11,1,195,1,failure,no
36,admini_management,married,tertiary,8277,yes,no,18,11,1,-1,0,unknown,no
51,self-employed,married,tertiary,146,no,no,18,11,2,126,3,failure,no
37,admini_management,married,tertiary,3770,yes,no,18,11,1,110,4,failure,no
41,services,married,secondary,446,yes,no,18,11,1,186,1,success,no
47,admini_management,married,secondary,458,no,no,18,11,1,-1,0,unknown,no
33,admini_management,single,secondary,661,yes,no,18,11,1,173,2,other,no
41,self-employed,single,tertiary,0,no,no,18,11,1,-1,0,unknown,no
40,admini_management,married,tertiary,1217,yes,yes,18,11,1,-1,0,unknown,no
